#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,COLL_RGN_CD,COLL_CD,NOC_CODE_RANK,NOC_CODE_PERCENTAGE,NOC_CODE,NOC_DESCRIPTION_ENGLISH,NOC_DESCRIPTION_FRENCH
Program,G-71490,A,A17,-1,-1,3,14,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70237,B,B06,-1,-1,3,17,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,C-43200,B,B17,-1,-1,3,6,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-71397,H,H04,-1,-1,3,8,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70236,B,B06,-1,-1,3,2,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-73016,A,A10,-1,-1,3,3,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70913,A,A17,-1,-1,3,5,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-71225,A,A12,-1,-1,3,13,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-50913,A,A17,-1,-1,3,5,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-50729,A,A17,-1,-1,3,7,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-70203,B,B06,-1,-1,3,10,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-72206,A,A15,-1,-1,3,9,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-52203,A,A15,-1,-1,3,6,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,C-41469,H,H04,-1,-1,3,3,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,G-71643,B,B02,-1,-1,4,7,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,A-68205,T,T04,-1,-1,4,5,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,A-68600,T,T17,-1,-1,4,4,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-51228,A,A12,-1,-1,4,2,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-52206,A,A15,-1,-1,4,11,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-53008,A,A10,-1,-1,4,3,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-51832,A,A01,-1,-1,5,3,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,A-60231,B,B14,-1,-1,5,4,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-51407,H,H04,-1,-1,5,0,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,D-51211,A,A12,-1,-1,5,1,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Dv,-1,A,-1,-1,-1,1,22,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,N,CAMB,1,7,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,SE,LACI,1,8,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,N,BORE,1,27,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,GTA,CENT,1,5,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,SE,LOYT,1,16,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,CE,MOHA,1,7,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,SE,ALGO,1,6,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,GTA,SHER,1,9,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,GTA,SENE,1,11,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,SW,LAMB,2,7,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,SW,STCL,2,7,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,SE,SLAW,2,8,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,GTA,DURH,2,6,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,CE,CONS,2,6,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,SW,FANS,2,6,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,GTA,GRBR,2,6,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,GTA,HUMB,2,5,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,N,CANA,3,7,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,N,CONF,3,7,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,CE,NIAG,3,4,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,CE,GEOR,3,4,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,N,NORT,4,4,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,N,SAUL,4,5,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Co,-1,-1,-1,SE,SSFL,4,3,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Sy,-1,-1,-1,-1,-1,1,7,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Rg,-1,-1,-1,N,-1,1,9,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Rg,-1,-1,-1,SW,-1,1,6,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Rg,-1,-1,-1,SE,-1,1,7,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Rg,-1,-1,-1,GTA,-1,1,7,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Rg,-1,-1,-1,CE,-1,2,6,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Cl,-1,A,A12,-1,-1,1,87,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Cl,-1,A,A19,-1,-1,2,3,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Cl,-1,A,A13,-1,-1,2,11,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Cl,-1,A,A14,-1,-1,5,4,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Cl,-1,A,A17,-1,-1,5,3,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,D-59625,A,A09,-1,-1,1,14,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,G-71225,A,A12,-1,-1,1,56,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,G-71214,A,A12,-1,-1,1,75,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,C-41211,A,A12,-1,-1,1,92,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,B-81211,A,A12,-1,-1,1,79,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,B-80701,A,A13,-1,-1,1,67,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,D-51211,A,A12,-1,-1,1,93,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,C-41803,A,A06,-1,-1,2,20,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,C-40719,A,A09,-1,-1,2,7,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,G-70740,A,A17,-1,-1,2,10,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,D-50722,A,A19,-1,-1,2,5,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,G-71621,H,H01,-1,-1,2,6,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,G-71228,A,A12,-1,-1,2,8,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,D-51228,A,A12,-1,-1,2,11,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,D-50721,A,A17,-1,-1,2,4,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,B-81907,A,A02,-1,-1,3,2,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,D-52219,A,A15,-1,-1,3,8,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
